price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,location,property_age_years,year_built,property_type,sale_date,local_market_index,comparable_sale_price,price_per_sqft,age_band,latitude,longitude,demand_index,growth_rate_zone,distance_to_school_km,distance_to_hospital_km,distance_to_supermarket_km,distance_to_transit_km,distance_to_park_km,location_convenience_score,nearest_school,nearest_hospital,nearest_supermarket,nearest_transit_station,nearest_park
5495000,7980,3,1,1,yes,no,no,no,no,2,no,semi-furnished,Hyderabad,12,2014,Independent House,2025-11-24,130.4,5490970.0,688.6,6-15yrs,17.46944,78.36791,50.9,Moderate Growth,1.97,2.77,1.39,1.77,1.25,46.2,Chirec International,Care Hospitals,Spencers Retail,Secunderabad Railway Station,Indira Park
5460000,3150,3,2,1,yes,yes,yes,no,yes,0,no,furnished,Pune,17,2009,Apartment,2026-03-26,128.8,5044136.0,1733.33,16-30yrs,18.58904,73.92695,68.5,Moderate Growth,2.17,3.08,0.1,1.81,1.31,50.2,Symbiosis International School,Ruby Hall Clinic,DMart,Pune Railway Station,Empress Garden
5460000,6210,4,1,4,yes,yes,no,no,yes,0,no,furnished,Hyderabad,13,2013,Villa,2025-12-09,127.2,5513667.0,879.23,6-15yrs,17.31995,78.52577,59.8,Moderate Growth,2.03,4.16,0.78,1.27,0.99,45.7,Oakridge International,Yashoda Hospitals,Ratnadeep Supermarket,Miyapur Metro Station,Lumbini Park
5460000,6100,3,1,3,yes,yes,no,no,yes,0,yes,semi-furnished,Bengaluru,33,1993,Villa,2025-01-07,148.5,6637518.0,895.08,31-45yrs,13.00043,77.57397,75.6,Moderate Growth,0.93,1.83,1.63,1.91,0.62,59.3,Bishop Cotton School,Apollo Hospital,Namdhari Fresh,Majestic Bus Station,JP Park
5460000,6600,4,2,2,yes,yes,yes,no,no,0,yes,semi-furnished,Bengaluru,23,2003,Independent House,2025-12-16,150.9,6604500.0,827.27,16-30yrs,13.1018,77.69288,79.4,Moderate Growth,0.44,2.68,0.7,1.56,3.16,49.8,National Public School,Manipal Hospital,More Supermarket,MG Road Metro Station,Cubbon Park
5425000,6825,3,1,1,yes,yes,yes,no,yes,0,yes,semi-furnished,Pune,13,2013,Independent House,2025-08-23,127.6,5045727.0,794.87,6-15yrs,18.41559,73.86991,72.1,Moderate Growth,0.89,1.84,1.1,0.45,2.13,62.3,Vibgyor High,Jehangir Hospital,Reliance Smart,Swargate Bus Station,Pu La Deshpande Garden
5390000,6710,3,2,2,yes,yes,yes,no,no,1,yes,furnished,Chennai,34,1992,Independent House,2025-05-24,122.7,5027355.0,803.28,31-45yrs,13.11604,80.36124,72.6,Moderate Growth,1.79,2.16,0.42,0.66,2.59,55.2,Chettinad Vidyashram,MIOT International,DMart,Koyambedu Bus Terminus,Elliots Beach Park
5383000,6450,3,2,1,yes,yes,yes,yes,no,0,no,unfurnished,Chennai,39,1987,Independent House,2024-07-07,119.6,5027581.0,834.57,31-45yrs,13.16056,80.2292,36.1,Moderate Growth,2.74,3.25,1.79,1.81,2.72,27.6,PSBB Senior Secondary,Apollo Hospital Greams Road,Nilgiris,Chennai Central Metro,Semmozhi Poonga
5320000,7800,3,1,1,yes,no,yes,no,yes,2,yes,unfurnished,Hyderabad,11,2015,Independent House,2025-11-18,126.9,5496273.0,682.05,6-15yrs,17.33624,78.42603,74.9,Moderate Growth,2.87,2.05,1.06,1.69,0.51,51.9,Oakridge International,Yashoda Hospitals,Ratnadeep Supermarket,Miyapur Metro Station,Lumbini Park
5285000,4600,2,2,1,yes,no,no,no,yes,2,no,semi-furnished,Chennai,28,1998,Independent House,2025-05-22,122.3,4671333.0,1148.91,16-30yrs,13.12351,80.35643,48.6,Moderate Growth,0.54,0.8,1.19,2.33,2.06,59.3,Chettinad Vidyashram,MIOT International,DMart,Koyambedu Bus Terminus,Elliots Beach Park
5250000,4260,4,1,2,yes,no,yes,no,yes,0,no,furnished,Chennai,1,2025,Independent House,2024-07-07,119.0,4812500.0,1232.39,0-5yrs,13.00774,80.4222,43.2,Moderate Growth,1.89,4.59,1.81,0.35,1.18,42.3,PSBB Senior Secondary,Apollo Hospital Greams Road,Nilgiris,Chennai Central Metro,Semmozhi Poonga
5250000,6540,4,2,2,no,no,no,no,yes,0,no,semi-furnished,Pune,32,1994,Independent House,2024-07-15,132.8,4862550.0,802.75,31-45yrs,18.46355,73.90106,52.5,Moderate Growth,1.52,2.74,2.13,0.1,1.2,54.8,Vibgyor High,Jehangir Hospital,Reliance Smart,Swargate Bus Station,Pu La Deshpande Garden
5250000,5500,3,2,1,yes,no,yes,no,no,0,no,semi-furnished,Chennai,23,2003,Independent House,2026-05-30,122.9,5031871.0,954.55,16-30yrs,13.0255,80.33308,57.0,Moderate Growth,1.33,1.18,1.58,2.94,1.82,48.0,Chettinad Vidyashram,MIOT International,DMart,Koyambedu Bus Terminus,Elliots Beach Park
5250000,10269,3,1,1,yes,no,no,no,no,1,yes,semi-furnished,Chennai,29,1997,Independent House,2026-02-27,116.0,5031871.0,511.25,16-30yrs,13.09616,80.23753,76.3,Moderate Growth,1.58,0.1,0.11,1.03,1.83,72.7,PSBB Senior Secondary,Apollo Hospital Greams Road,Nilgiris,Chennai Central Metro,Semmozhi Poonga
5250000,8400,3,1,2,yes,yes,yes,no,yes,2,yes,unfurnished,Hyderabad,8,2018,Independent House,2026-04-01,131.3,5498394.0,625.0,6-15yrs,17.37863,78.39394,71.1,Moderate Growth,1.33,2.25,1.23,1.96,1.84,49.4,Oakridge International,Yashoda Hospitals,Ratnadeep Supermarket,Miyapur Metro Station,Lumbini Park
5250000,5300,4,2,1,yes,no,no,no,yes,0,yes,unfurnished,Hyderabad,15,2011,Independent House,2026-06-15,123.6,5537000.0,990.57,6-15yrs,17.45179,78.47088,70.5,Moderate Growth,1.32,2.97,1.17,1.29,1.88,49.3,Chirec International,Care Hospitals,Spencers Retail,Secunderabad Railway Station,Indira Park
5250000,3800,3,1,2,yes,yes,yes,no,no,1,yes,unfurnished,Ahmedabad,12,2014,Independent House,2025-10-30,108.5,4524423.0,1381.58,6-15yrs,22.95668,72.67642,51.9,High Growth,1.15,3.77,0.48,0.33,1.71,56.3,Anand Niketan School,Sterling Hospital,DMart,Ahmedabad Railway Station,Kankaria Lake Garden
5250000,9800,4,2,2,yes,yes,no,no,no,2,no,semi-furnished,Pune,9,2017,Independent House,2025-08-09,136.1,4862550.0,535.71,6-15yrs,18.51121,73.72647,61.2,Moderate Growth,1.96,3.68,0.19,2.4,1.91,40.4,Vibgyor High,Jehangir Hospital,Reliance Smart,Swargate Bus Station,Pu La Deshpande Garden
5250000,8520,3,1,1,yes,no,no,no,yes,2,no,furnished,Chennai,2,2024,Independent House,2025-03-23,122.6,5031871.0,616.2,0-5yrs,13.14998,80.23603,57.1,Moderate Growth,2.58,2.06,0.89,1.75,3.12,38.9,Chettinad Vidyashram,MIOT International,DMart,Koyambedu Bus Terminus,Elliots Beach Park
5243000,6050,3,1,1,yes,no,yes,no,no,0,yes,semi-furnished,Chennai,17,2009,Independent House,2026-06-05,113.5,5032097.0,866.61,16-30yrs,13.12195,80.13668,49.0,Moderate Growth,3.24,3.4,1.0,2.66,4.21,14.7,PSBB Senior Secondary,Apollo Hospital Greams Road,Nilgiris,Chennai Central Metro,Semmozhi Poonga
5229000,7085,3,1,1,yes,yes,yes,no,no,2,yes,semi-furnished,Ahmedabad,38,1988,Independent House,2025-01-31,108.2,4525231.0,738.04,31-45yrs,22.92978,72.57898,54.2,High Growth,1.24,0.73,1.1,1.89,3.05,52.9,Delhi Public School Bopal,Zydus Hospital,Reliance Smart,Vastrapur Metro Station,Sabarmati Riverfront
5215000,3180,3,2,2,yes,no,no,no,no,2,no,semi-furnished,Chennai,7,2019,Independent House,2025-10-23,126.7,5033000.0,1639.94,6-15yrs,13.12926,80.3319,58.9,Moderate Growth,0.76,2.64,0.69,0.63,1.7,62.3,Chettinad Vidyashram,MIOT International,DMart,Koyambedu Bus Terminus,Elliots Beach Park
5215000,4500,4,2,1,no,no,yes,no,yes,2,no,semi-furnished,Pune,10,2016,Independent House,2025-09-06,129.1,4866050.0,1158.89,6-15yrs,18.48691,73.76971,39.7,Moderate Growth,1.6,3.94,1.34,1.51,2.55,35.7,Symbiosis International School,Ruby Hall Clinic,DMart,Pune Railway Station,Empress Garden
5215000,7200,3,1,2,yes,yes,yes,no,no,1,yes,furnished,Ahmedabad,35,1991,Independent House,2024-11-11,104.9,4525769.0,724.31,31-45yrs,23.04948,72.54274,53.6,High Growth,0.97,1.83,1.31,2.21,2.9,45.8,Delhi Public School Bopal,Zydus Hospital,Reliance Smart,Vastrapur Metro Station,Sabarmati Riverfront
5145000,3410,3,1,2,no,no,no,no,yes,0,no,semi-furnished,Pune,6,2020,Independent House,2025-11-04,126.4,5058455.0,1508.8,6-15yrs,18.54145,73.9495,57.2,Moderate Growth,2.56,2.31,0.95,0.86,2.88,43.8,Bishops School,Sahyadri Hospital,Star Bazaar,PCMC Metro Station,Bund Garden
5145000,7980,3,1,1,yes,no,no,no,no,1,yes,semi-furnished,Ahmedabad,27,1999,Independent House,2026-03-27,105.9,4528462.0,644.74,16-30yrs,23.10785,72.56521,43.6,High Growth,1.05,2.84,1.45,1.67,3.35,39.1,Anand Niketan School,Sterling Hospital,DMart,Ahmedabad Railway Station,Kankaria Lake Garden
5110000,3000,3,2,2,yes,yes,yes,no,no,0,no,furnished,Ahmedabad,1,2025,Independent House,2025-04-28,108.8,4529808.0,1703.33,0-5yrs,23.03066,72.48465,40.4,High Growth,1.92,2.93,0.86,2.53,3.43,31.4,Delhi Public School Bopal,Zydus Hospital,Reliance Smart,Vastrapur Metro Station,Sabarmati Riverfront
5110000,3000,3,1,2,yes,no,yes,no,no,0,no,unfurnished,Hyderabad,5,2021,Independent House,2026-03-17,130.1,5502636.0,1703.33,0-5yrs,17.25523,78.39456,54.7,Moderate Growth,0.52,4.27,0.22,0.45,2.35,54.1,Chirec International,Care Hospitals,Spencers Retail,Secunderabad Railway Station,Indira Park
5110000,11410,2,1,2,yes,no,no,no,no,0,yes,furnished,Pune,24,2002,Independent House,2026-06-29,139.4,5245333.0,447.85,16-30yrs,18.42451,73.71567,81.1,Moderate Growth,1.16,1.06,0.94,0.95,1.41,67.5,Symbiosis International School,Ruby Hall Clinic,DMart,Pune Railway Station,Empress Garden
5110000,6100,3,1,1,yes,no,yes,no,yes,0,yes,semi-furnished,Chennai,34,1992,Independent House,2025-04-20,120.1,5036387.0,837.7,31-45yrs,13.13388,80.32483,54.0,Moderate Growth,1.87,4.12,1.65,1.57,0.47,43.1,DAV Public School,Fortis Malar Hospital,Spencers Retail,Guindy Railway Station,Guindy National Park
5075000,5720,2,1,2,yes,no,no,no,yes,0,yes,unfurnished,Chennai,35,1991,Independent House,2026-03-24,115.1,4706333.0,887.24,31-45yrs,13.06462,80.21847,70.6,Moderate Growth,2.74,0.97,2.44,1.96,2.7,36.4,Chettinad Vidyashram,MIOT International,DMart,Koyambedu Bus Terminus,Elliots Beach Park
5040000,3540,2,1,1,no,yes,yes,no,no,0,no,semi-furnished,Pune,19,2007,Apartment,2025-07-01,130.5,5257000.0,1423.73,16-30yrs,18.60006,73.93025,56.9,Moderate Growth,1.08,1.73,0.1,1.33,2.51,60.3,Symbiosis International School,Ruby Hall Clinic,DMart,Pune Railway Station,Empress Garden
5040000,7600,4,1,2,yes,no,no,no,yes,2,no,furnished,Chennai,1,2025,Independent House,2026-03-17,112.8,4835833.0,663.16,0-5yrs,13.10184,80.33139,55.2,Moderate Growth,2.01,1.62,0.83,0.86,1.12,62.1,DAV Public School,Fortis Malar Hospital,Spencers Retail,Guindy Railway Station,Guindy National Park
5040000,10700,3,1,2,yes,yes,yes,no,no,0,no,semi-furnished,Chennai,1,2025,Independent House,2025-03-01,118.4,5038645.0,471.03,0-5yrs,13.03027,80.2245,57.7,Moderate Growth,0.1,2.39,0.61,1.83,1.93,59.7,Chettinad Vidyashram,MIOT International,DMart,Koyambedu Bus Terminus,Elliots Beach Park
5040000,6600,3,1,1,yes,yes,yes,no,no,0,yes,furnished,Pune,17,2009,Independent House,2026-05-07,134.9,5063227.0,763.64,16-30yrs,18.59617,73.81974,74.4,Moderate Growth,0.56,1.72,1.13,0.83,1.38,67.0,Symbiosis International School,Ruby Hall Clinic,DMart,Pune Railway Station,Empress Garden
5033000,4800,2,1,1,yes,yes,yes,no,no,0,no,semi-furnished,Ahmedabad,17,2009,Independent House,2024-07-07,106.0,4043846.0,1048.54,16-30yrs,22.96598,72.6259,46.1,High Growth,1.04,3.26,0.65,1.85,1.61,50.6,Delhi Public School Bopal,Zydus Hospital,Reliance Smart,Vastrapur Metro Station,Sabarmati Riverfront
5005000,8150,3,2,1,yes,yes,yes,no,no,0,no,semi-furnished,Pune,7,2019,Independent House,2025-06-24,130.5,5064818.0,614.11,6-15yrs,18.37672,73.86716,40.6,Moderate Growth,1.37,2.77,1.31,1.86,3.96,33.7,Bishops School,Sahyadri Hospital,Star Bazaar,PCMC Metro Station,Bund Garden
4970000,4410,4,3,2,yes,no,yes,no,no,2,no,semi-furnished,Ahmedabad,25,2001,Independent House,2026-06-07,110.5,4225200.0,1126.98,16-30yrs,23.16697,72.59015,33.6,High Growth,2.34,5.77,1.93,1.44,1.81,21.9,Anand Niketan School,Sterling Hospital,DMart,Ahmedabad Railway Station,Kankaria Lake Garden
4970000,7686,3,1,1,yes,yes,yes,yes,no,0,no,semi-furnished,Chennai,4,2022,Independent House,2025-12-11,119.2,5040903.0,646.63,0-5yrs,12.94895,80.1554,40.8,Moderate Growth,2.44,3.24,0.75,2.28,4.67,21.3,DAV Public School,Fortis Malar Hospital,Spencers Retail,Guindy Railway Station,Guindy National Park
4956000,2800,3,2,2,no,no,yes,no,yes,1,no,semi-furnished,Chennai,33,1993,Independent House,2024-07-07,123.8,5041355.0,1770.0,31-45yrs,13.12725,80.33354,48.3,Moderate Growth,0.3,2.33,1.13,2.44,1.89,52.4,Chettinad Vidyashram,MIOT International,DMart,Koyambedu Bus Terminus,Elliots Beach Park
4935000,5948,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,Chennai,3,2023,Independent House,2026-01-29,120.4,5042032.0,829.69,0-5yrs,13.14842,80.20943,56.9,Moderate Growth,2.13,2.93,2.05,0.4,1.24,48.6,PSBB Senior Secondary,Apollo Hospital Greams Road,Nilgiris,Chennai Central Metro,Semmozhi Poonga
4907000,4200,3,1,2,yes,no,no,no,no,1,no,furnished,Hyderabad,26,2000,Independent House,2026-05-18,129.1,5508788.0,1168.33,16-30yrs,17.39529,78.32783,39.5,Moderate Growth,0.79,3.54,1.8,2.01,2.27,38.8,Oakridge International,Yashoda Hospitals,Ratnadeep Supermarket,Miyapur Metro Station,Lumbini Park
4900000,4520,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished,Ahmedabad,16,2010,Independent House,2026-01-23,101.3,4537885.0,1084.07,16-30yrs,22.90466,72.52822,37.3,High Growth,3.65,2.56,0.21,1.44,4.74,25.9,Udgam School,CIMS Hospital,Star Bazaar,Kalupur Bus Stand,Law Garden
4900000,4095,3,1,2,no,yes,yes,no,yes,0,no,semi-furnished,Hyderabad,36,1990,Independent House,2026-01-09,126.6,5509000.0,1196.58,31-45yrs,17.45605,78.51624,41.9,Moderate Growth,2.12,1.33,2.53,1.29,1.94,45.9,Delhi Public School Hyderabad,Apollo Health City,Heritage Fresh,Ameerpet Metro Station,KBR National Park
4900000,4120,2,1,1,yes,no,yes,no,no,1,no,semi-furnished,Hyderabad,27,1999,Independent House,2025-08-03,123.8,4690000.0,1189.32,16-30yrs,17.28409,78.6335,38.6,Moderate Growth,2.01,1.75,0.81,1.65,2.69,47.6,Oakridge International,Yashoda Hospitals,Ratnadeep Supermarket,Miyapur Metro Station,Lumbini Park
4900000,5400,4,1,2,yes,no,no,no,no,0,no,semi-furnished,Pune,10,2016,Independent House,2025-09-10,129.7,4897550.0,907.41,6-15yrs,18.42635,73.8306,65.9,Moderate Growth,1.43,2.55,1.22,2.19,0.1,56.0,Bishops School,Sahyadri Hospital,Star Bazaar,PCMC Metro Station,Bund Garden
4900000,4770,3,1,1,yes,yes,yes,no,no,0,no,semi-furnished,Hyderabad,26,2000,Independent House,2026-03-01,129.2,5509000.0,1027.25,16-30yrs,17.35968,78.39362,54.6,Moderate Growth,1.67,3.51,0.89,1.32,2.52,41.7,Delhi Public School Hyderabad,Apollo Health City,Heritage Fresh,Ameerpet Metro Station,KBR National Park
4900000,6300,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,Pune,16,2010,Independent House,2026-05-07,126.7,5069591.0,777.78,16-30yrs,18.5756,74.00534,65.6,Moderate Growth,1.58,2.89,0.81,1.1,0.58,59.1,Vibgyor High,Jehangir Hospital,Reliance Smart,Swargate Bus Station,Pu La Deshpande Garden
4900000,5800,2,1,1,yes,yes,yes,no,yes,0,no,semi-furnished,Pune,36,1990,Independent House,2025-10-22,136.1,5280333.0,844.83,31-45yrs,18.54141,73.86792,66.8,Moderate Growth,1.01,2.25,0.68,0.42,1.69,64.4,Bishops School,Sahyadri Hospital,Star Bazaar,PCMC Metro Station,Bund Garden
4900000,3000,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished,Hyderabad,1,2025,Independent House,2026-02-21,128.8,5509000.0,1633.33,0-5yrs,17.44175,78.46842,46.2,Moderate Growth,2.47,3.36,1.58,1.38,3.43,28.2,Delhi Public School Hyderabad,Apollo Health City,Heritage Fresh,Ameerpet Metro Station,KBR National Park
4900000,2970,3,1,3,yes,no,no,no,no,0,no,semi-furnished,Ahmedabad,13,2013,Independent House,2026-06-02,105.2,4537885.0,1649.83,6-15yrs,22.99144,72.49608,26.9,High Growth,2.26,2.3,0.8,1.68,1.99,46.9,Delhi Public School Bopal,Zydus Hospital,Reliance Smart,Vastrapur Metro Station,Sabarmati Riverfront
4900000,6720,3,1,1,yes,no,no,no,no,0,no,unfurnished,Ahmedabad,28,1998,Independent House,2024-12-07,107.3,4537885.0,729.17,16-30yrs,23.01045,72.50112,59.4,High Growth,2.28,2.76,0.39,0.68,2.56,49.0,Udgam School,CIMS Hospital,Star Bazaar,Kalupur Bus Stand,Law Garden
4900000,4646,3,1,2,yes,yes,yes,no,no,2,no,semi-furnished,Ahmedabad,20,2006,Independent House,2025-09-17,102.5,4537885.0,1054.67,16-30yrs,22.9429,72.67491,37.2,High Growth,1.82,4.65,0.89,1.33,1.91,37.7,Anand Niketan School,Sterling Hospital,DMart,Ahmedabad Railway Station,Kankaria Lake Garden
4900000,12900,3,1,1,yes,no,no,no,no,2,no,furnished,Ahmedabad,23,2003,Independent House,2025-09-23,105.5,4537885.0,379.84,16-30yrs,23.00032,72.55245,32.8,High Growth,2.6,4.36,1.29,2.06,1.84,28.6,Delhi Public School Bopal,Zydus Hospital,Reliance Smart,Vastrapur Metro Station,Sabarmati Riverfront
4893000,3420,4,2,2,yes,no,yes,no,yes,2,no,semi-furnished,Ahmedabad,5,2021,Independent House,2025-05-01,102.8,4240600.0,1430.7,0-5yrs,23.06402,72.53375,46.1,High Growth,1.09,4.33,0.1,2.66,2.33,38.2,Udgam School,CIMS Hospital,Star Bazaar,Kalupur Bus Stand,Law Garden
4893000,4995,4,2,1,yes,no,yes,no,no,0,no,semi-furnished,Hyderabad,39,1987,Independent House,2025-12-31,132.7,5576667.0,979.58,31-45yrs,17.36401,78.45101,56.7,Moderate Growth,4.75,2.08,1.58,1.21,2.96,26.0,Delhi Public School Hyderabad,Apollo Health City,Heritage Fresh,Ameerpet Metro Station,KBR National Park
4865000,4350,2,1,1,yes,no,yes,no,no,0,no,unfurnished,Hyderabad,1,2025,Independent House,2025-05-12,124.8,4707500.0,1118.39,0-5yrs,17.41828,78.59645,46.2,Moderate Growth,1.13,2.92,0.76,3.16,2.14,40.6,Oakridge International,Yashoda Hospitals,Ratnadeep Supermarket,Miyapur Metro Station,Lumbini Park
4830000,4160,3,1,3,yes,no,no,no,no,0,no,unfurnished,Chennai,3,2023,Independent House,2026-01-16,120.2,5045419.0,1161.06,0-5yrs,13.04257,80.22944,46.5,Moderate Growth,1.37,1.42,1.64,2.34,2.02,48.3,Chettinad Vidyashram,MIOT International,DMart,Koyambedu Bus Terminus,Elliots Beach Park
4830000,6040,3,1,1,yes,no,no,no,no,2,yes,semi-furnished,Ahmedabad,13,2013,Independent House,2026-06-20,106.0,4540577.0,799.67,6-15yrs,22.98103,72.61537,58.5,High Growth,2.48,3.52,1.9,2.08,0.99,35.5,Anand Niketan School,Sterling Hospital,DMart,Ahmedabad Railway Station,Kankaria Lake Garden
4830000,6862,3,1,2,yes,no,no,no,yes,2,yes,furnished,Hyderabad,20,2006,Independent House,2026-02-28,129.2,5511121.0,703.88,16-30yrs,17.38774,78.50533,69.4,Moderate Growth,2.52,1.85,1.2,1.74,0.28,55.4,Oakridge International,Yashoda Hospitals,Ratnadeep Supermarket,Miyapur Metro Station,Lumbini Park
4830000,4815,2,1,1,yes,no,no,no,yes,0,yes,semi-furnished,Chennai,22,2004,Independent House,2026-01-16,118.3,4747167.0,1003.12,16-30yrs,13.06906,80.28745,69.4,Moderate Growth,0.91,0.9,1.32,1.4,1.88,62.3,Chettinad Vidyashram,MIOT International,DMart,Koyambedu Bus Terminus,Elliots Beach Park
4795000,7000,3,1,2,yes,no,yes,no,no,0,no,unfurnished,Ahmedabad,33,1993,Independent House,2025-08-23,102.3,4541923.0,685.0,31-45yrs,23.06397,72.50999,37.5,High Growth,0.26,2.16,0.97,1.07,1.95,62.3,Anand Niketan School,Sterling Hospital,DMart,Ahmedabad Railway Station,Kankaria Lake Garden
4795000,8100,4,1,4,yes,no,yes,no,yes,2,no,semi-furnished,Pune,35,1991,Villa,2026-06-09,128.3,4908050.0,591.98,31-45yrs,18.53288,73.9028,50.6,Moderate Growth,0.48,2.9,0.77,1.45,2.26,53.8,Vibgyor High,Jehangir Hospital,Reliance Smart,Swargate Bus Station,Pu La Deshpande Garden
4767000,3420,4,2,2,yes,no,no,no,no,0,no,semi-furnished,Pune,6,2020,Independent House,2026-05-31,131.6,4910850.0,1393.86,6-15yrs,18.64222,73.9693,59.8,Moderate Growth,0.8,0.1,0.1,1.46,2.86,68.7,Bishops School,Sahyadri Hospital,Star Bazaar,PCMC Metro Station,Bund Garden
4760000,9166,2,1,1,yes,no,yes,no,yes,2,no,semi-furnished,Pune,29,1997,Independent House,2026-04-22,129.6,5303667.0,519.31,16-30yrs,18.50504,73.85305,56.5,Moderate Growth,1.0,0.87,1.02,1.57,2.7,57.9,Symbiosis International School,Ruby Hall Clinic,DMart,Pune Railway Station,Empress Garden
4760000,6321,3,1,2,yes,no,yes,no,yes,1,no,furnished,Pune,13,2013,Independent House,2026-04-21,132.4,5075955.0,753.05,6-15yrs,18.50449,73.79232,64.2,Moderate Growth,1.46,3.47,0.77,2.51,1.03,45.7,Vibgyor High,Jehangir Hospital,Reliance Smart,Swargate Bus Station,Pu La Deshpande Garden
4760000,10240,2,1,1,yes,no,no,no,yes,2,yes,unfurnished,Chennai,13,2013,Independent House,2025-08-12,121.4,4758833.0,464.84,6-15yrs,13.00989,80.1803,62.9,Moderate Growth,2.46,2.51,0.1,2.88,2.08,41.0,Chettinad Vidyashram,MIOT International,DMart,Koyambedu Bus Terminus,Elliots Beach Park
4753000,6440,2,1,1,yes,no,no,no,yes,3,no,semi-furnished,Pune,18,2008,Independent House,2026-04-26,123.2,5304833.0,738.04,16-30yrs,18.52199,73.87005,50.0,Moderate Growth,2.71,2.55,1.34,1.95,2.27,36.4,Symbiosis International School,Ruby Hall Clinic,DMart,Pune Railway Station,Empress Garden
4690000,5170,3,1,4,yes,no,no,no,yes,0,no,semi-furnished,Ahmedabad,8,2018,Independent House,2025-10-30,105.7,4545962.0,907.16,6-15yrs,23.0703,72.55236,32.8,High Growth,1.31,0.74,2.3,2.56,1.93,48.0,Delhi Public School Bopal,Zydus Hospital,Reliance Smart,Vastrapur Metro Station,Sabarmati Riverfront
4690000,6000,2,1,1,yes,no,yes,no,yes,1,no,furnished,Kochi,29,1997,Independent House,2026-01-18,104.8,3817188.0,781.67,16-30yrs,9.87938,76.25999,53.6,High Growth,2.18,4.41,1.38,0.95,0.1,47.0,Chinmaya Vidyalaya,Aster Medcity,Margin Free Market,Vytilla Mobility Hub,Rajendra Maidan
4690000,3630,3,1,2,yes,no,no,no,no,2,no,semi-furnished,Pune,36,1990,Independent House,2025-12-07,134.0,5079136.0,1292.01,31-45yrs,18.51692,73.85753,45.1,Moderate Growth,2.61,3.95,1.93,0.1,1.23,42.3,Symbiosis International School,Ruby Hall Clinic,DMart,Pune Railway Station,Empress Garden
4690000,9667,4,2,2,yes,yes,yes,no,no,1,no,semi-furnished,Chennai,35,1991,Independent House,2025-04-08,121.3,4874722.0,485.16,31-45yrs,13.133,80.16741,51.5,Moderate Growth,2.98,3.41,1.0,1.43,1.88,37.1,DAV Public School,Fortis Malar Hospital,Spencers Retail,Guindy Railway Station,Guindy National Park
4690000,5400,2,1,2,yes,no,no,no,no,0,yes,semi-furnished,Chennai,19,2007,Independent House,2026-02-28,116.8,4770500.0,868.52,16-30yrs,13.07382,80.3254,55.5,Moderate Growth,1.54,1.23,0.55,1.67,2.66,55.0,Chettinad Vidyashram,MIOT International,DMart,Koyambedu Bus Terminus,Elliots Beach Park
4690000,4320,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,Pune,20,2006,Independent House,2025-07-04,131.4,5079136.0,1085.65,16-30yrs,18.48406,73.8731,72.6,Moderate Growth,0.93,2.85,1.05,2.29,1.45,49.6,Symbiosis International School,Ruby Hall Clinic,DMart,Pune Railway Station,Empress Garden
4655000,3745,3,1,2,yes,no,yes,no,no,0,no,furnished,Kochi,13,2013,Independent House,2026-02-20,100.2,3809250.0,1242.99,6-15yrs,9.99932,76.26208,45.2,High Growth,2.48,4.09,0.99,3.57,0.62,30.9,St. Teresas School,Lakeshore Hospital,Nilgiris,Ernakulam Junction,Marine Drive Walkway
4620000,4160,3,1,1,yes,yes,yes,no,yes,0,no,unfurnished,Pune,11,2015,Independent House,2026-03-20,129.2,5082318.0,1110.58,6-15yrs,18.52719,73.87293,40.7,Moderate Growth,3.28,2.33,0.52,1.84,3.53,32.4,Bishops School,Sahyadri Hospital,Star Bazaar,PCMC Metro Station,Bund Garden
4620000,3880,3,2,2,yes,no,yes,no,no,2,no,semi-furnished,Chennai,15,2011,Independent House,2024-07-07,121.0,5052194.0,1190.72,6-15yrs,13.11046,80.33553,48.0,Moderate Growth,1.28,2.33,1.81,2.61,1.97,41.2,PSBB Senior Secondary,Apollo Hospital Greams Road,Nilgiris,Chennai Central Metro,Semmozhi Poonga
4620000,5680,3,1,2,yes,yes,no,no,yes,1,no,semi-furnished,Hyderabad,28,1998,Independent House,2026-05-18,132.5,5517485.0,813.38,16-30yrs,17.467,78.49044,41.4,Moderate Growth,3.67,2.14,1.34,2.55,1.61,33.5,Oakridge International,Yashoda Hospitals,Ratnadeep Supermarket,Miyapur Metro Station,Lumbini Park
4620000,2870,2,1,2,yes,yes,yes,no,no,0,yes,semi-furnished,Ahmedabad,1,2025,Independent House,2026-06-14,102.4,4075615.0,1609.76,0-5yrs,23.10267,72.51188,66.6,High Growth,2.96,2.99,0.7,1.54,2.27,38.5,Udgam School,CIMS Hospital,Star Bazaar,Kalupur Bus Stand,Law Garden
4620000,5010,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,Chennai,3,2023,Independent House,2025-07-04,116.8,5052194.0,922.16,0-5yrs,13.0584,80.35234,44.0,Moderate Growth,1.56,2.4,1.34,2.28,2.77,39.2,PSBB Senior Secondary,Apollo Hospital Greams Road,Nilgiris,Chennai Central Metro,Semmozhi Poonga
